"","Antecedent","Consequence","Support","Confidence","Fitness","LHS_len"
"732","Length (0.100881320890722,0.815)","Shucked.weight (0.125157767987334,0.340334734465242), Whole.weight (0.002,2.34716887252909)",0.3483361264,0.3484195402,0.6967556666,2
"733","Length (0.075,0.815)","Shucked.weight (0.001,1.488), Whole.weight (0.002,0.563204769274041)",0.3378022504,0.3378022504,0.6756045008,2
"734","Shucked.weight (0.901106833569552,1.488), Sex (F)","Height (0,0.942461835758868), Diameter (0.562821212748823,0.620988489558456)",0.0035910941,0.652173913,0.6557650071,3
"735","Whole.weight (0.002,2.03269235476927)","Shucked.weight (0.125157767987334,0.314491990112641), Length (0.075,0.815)",0.3090734977,0.314188367,0.6232618647,2
"736","Shucked.weight (0.001,1.43871778550009)","Whole.weight (0.002,0.493636971202154)",0.2906392147,0.2907088123,0.581348027,2
"737","Whole.weight (0.002,2.8255), Shell.weight (0.0015,0.953768388394349)","Length (0.260739838581692,0.478523530358053), Height (0,1.13)",0.2892027771,0.2892720307,0.5784748078,4
"738","Length (0.075,0.815)","Shell.weight (0.182717535145746,0.89709069458399), Diameter (0.348603641328522,0.460386140829557), Viscera.weight (0.0411533805700876,0.448677467381627), Shucked.weight (0.001,1.488)",0.2769930572,0.2769930572,0.5539861144,2
"740","Diameter (0.384869190311234,0.405195822104982)","Shell.weight (0.182717535145746,0.89709069458399), Viscera.weight (0.119790213593196,0.436767255196962)",0.0423749102,0.4930362117,0.5354111219,2
"741","Shell.weight (0.27781807438672,1.005), Rings (12), Height (0,1.13)","Sex (F)",0.0189130955,0.4968553459,0.5157684414,5
"742","Shucked.weight (0.797617680926304,1.488), Sex (F)","Height (0,1.13), Diameter (0.35359383622257,0.563237030424248)",0.0074215944,0.5081967213,0.5156183157,3
"743","Diameter (0.269160717773739,0.325179998878501)","Viscera.weight (0.061910617070792,0.76), Length (0.297858807802166,0.815), Whole.weight (0.002,2.8255)",0.0485994733,0.4645308924,0.5131303657,2
"744","Whole.weight (1.61068644762831,2.57206311018826)","Sex (F)",0.031601628,0.476534296,0.508135924,2
"745","Viscera.weight (0.00903711035415635,0.59486037508338)","Length (0.075,0.815), Shucked.weight (0.116146208308757,0.271921287957262), Whole.weight (0.002,2.02408410015697)",0.250418961,0.2537603105,0.5041792715,2
"746","Length (0.36952159658931,0.569167635825534)","Whole.weight (0.677900337087826,1.74834055775271)",0.1553746708,0.3364437532,0.491818424,2
"747","Shell.weight (0.0015,0.99813529911517)","Length (0.107277252079302,0.815), Whole.weight (0.322366362727089,0.651879867323673)",0.2305482404,0.2306034483,0.4611516887,2
"748","Length (0.552410661853211,0.815), Whole.weight (1.61068644762831,2.54613935126532)","Viscera.weight (0.412218465210899,0.76)",0.0239406272,0.3649635036,0.3889041308,4
"749","Shell.weight (0.516360746984937,1.005)","Shucked.weight (0.122247820300131,1.45179716276443), Viscera.weight (0.105180542904756,0.445310527746144), Sex (M)",0.010533876,0.3384615385,0.3489954145,2
"750","Shell.weight (0.213138725735563,0.415877023919374), Shucked.weight (0.682116072053999,1.488), Sex (F), Height (0.106481774498292,1.07656841740949)","Whole.weight (1.56551338626286,2.80509836537831)",0.0035910941,0.3409090909,0.344500185,7
"751","Sex (M), Rings (23), Diameter (0.257419994102642,0.65)","Viscera.weight (0.249976280463884,0.52376423977458)",0.0002394063,0.3333333333,0.3335727396,4
"752","Height (0,1.13)","Whole.weight (1.30778422017325,2.8255), Shell.weight (0.0015,1.005)",0.1642327029,0.1642327029,0.3284654058,2
"753","Length (0.224211572811009,0.70712895300305), Diameter (0.286024687312634,0.65)","Viscera.weight (0.287549199426727,0.462660566459275)",0.1381374192,0.1658522564,0.3039896756,4
"754","Length (0.075,0.815)","Shell.weight (0.0015,1.005), Shucked.weight (0.001,1.23348503711411), Whole.weight (0.689780400644867,0.899205880150357)",0.1481924826,0.1481924826,0.2963849652,2
"756","Length (0.54022973946477,0.815), Shucked.weight (0.001,0.690996924729381)","Whole.weight (1.29657211469911,1.66703345419489)",0.0871438832,0.203125,0.2902688832,4
"757","Length (0.171129659930004,0.815)","Whole.weight (1.37493350515472,2.80611644770897), Diameter (0.489921903055104,0.65)",0.1259276993,0.1266249398,0.2525526391,2
"758","Whole.weight (1.99804160345979,2.52209698768021)","Rings (12)",0.0040699066,0.2463768116,0.2504467182,2
"759","Shell.weight (0.228605930374439,1.00260714814932)","Length (0.10966694592798,0.815), Shucked.weight (0.0271895291848282,0.863405194850657), Whole.weight (1.30778422017325,1.55289500978111)",0.0830739765,0.1632173095,0.246291286,2
"760","Shell.weight (0.128049055126715,0.999700361796668)","Whole.weight (1.46196769832833,2.80520777588849), Height (0,1.01165757730686)",0.1043811348,0.1384566529,0.2428377877,2
"761","Shell.weight (0.0015,1.005)","Whole.weight (1.41274853035187,2.8255), Height (0,0.8862166455875)",0.1187455111,0.1187455111,0.2374910222,2
"762","Length (0.075,0.815)","Shell.weight (0.398759362486953,0.974893796140754), Whole.weight (0.89853461598044,2.0930928837143), Viscera.weight (0.178533877667797,0.718494988537341)",0.1122815418,0.1122815418,0.2245630836,2
"763","Shell.weight (0.0015,1.005)","Whole.weight (1.05456831991212,1.20651454392531)",0.1000718219,0.1000718219,0.2001436438,2
"764","Length (0.075,0.815)","Diameter (0.337659460430911,0.65), Viscera.weight (0.339195983584744,0.76)",0.0854680393,0.0854680393,0.1709360786,2
"765","Shell.weight (0.568485670409385,1.005)","Whole.weight (0.002,1.77910644332431), Length (0.65955019778056,0.815), Viscera.weight (0.120010384481692,0.557167370989592)",0.0028728753,0.1558441558,0.1587170311,2
"766","Length (0.075,0.748071366470671), Diameter (0.545782308218665,0.619057671873364)","Shell.weight (0.382882330054516,1.005), Shucked.weight (0.518772358558292,1.25204895311037), Viscera.weight (0.46777222151382,0.560377617680403)",0.0062245631,0.1428571429,0.149081706,4
"767","Length (0.424533494024111,0.815)","Viscera.weight (0.362697532740172,0.76)",0.064160881,0.0797144557,0.1438753367,2
"768","Length (0.075,0.815)","Diameter (0.390229235983147,0.628992494153678), Whole.weight (1.5794985160186,2.8255), Viscera.weight (0.211481404511187,0.728168761766022)",0.0718218817,0.0718218817,0.1436437634,2
"769","Length (0.420765111482242,0.815)","Whole.weight (1.52861378413508,1.92968310206628)",0.0629638497,0.0782272457,0.1411910954,2
"770","Length (0.441302452635511,0.815)","Whole.weight (0.0989474547104737,2.75829812353776), Viscera.weight (0.374587928552705,0.76)",0.0531481925,0.0693966865,0.122544879,2
"771","Length (0.450692023211043,0.787946940537223), Viscera.weight (0.209872284836327,0.532100924532207)","Whole.weight (0.328997628317384,0.967211868576988), Shucked.weight (0.0737486921800785,1.28888298087868)",0.0318410342,0.0859728507,0.1178138849,4
"772","Sex (F), Shell.weight (0.623897202888648,0.739099920390845)","Shucked.weight (0.001,1.488), Diameter (0.489921903055104,0.511646555313022)",0.0002394063,0.0909090909,0.0911484972,3
"773","Length (0.0887581138385548,0.815)","Whole.weight (0.002,0.11563549919816), Shucked.weight (0.001,1.47449119155676)",0.0440507541,0.0440613027,0.0881120568,2
"774","Diameter (0.26568120620554,0.320555861870095)","Whole.weight (0.370049273269707,2.71186450080184), Length (0.075,0.697424949575865)",0.0067033756,0.0748663102,0.0815696858,2
"776","Height (0.199674129372681,0.331411576434845)","Whole.weight (1.36639596991947,2.8255), Length (0.56584596948511,0.636161916088704)",0.0031122815,0.0590909091,0.0622031906,2
"778","Length (0.075,0.815)","Whole.weight (0.052884731883524,2.8255), Rings (16), Height (0,1.13)",0.0160402203,0.0160402203,0.0320804406,2
"779","Length (0.184512969038503,0.815)","Viscera.weight (0.114403502346995,0.76), Whole.weight (0.002,2.57206311018826), Shucked.weight (0.889628881038863,1.09139251676003), Shell.weight (0.280886781408437,0.921095933015171)",0.0143643763,0.0144752714,0.0288396477,2
"780","Sex (F), Shucked.weight (0.699788399487712,1.488)","Diameter (0.615595644544338,0.65), Whole.weight (1.79687769447548,2.5463563068918)",0.0007182188,0.0234375,0.0241557188,3
"781","Sex (F), Shucked.weight (0.265511024402988,0.806113310475221)","Viscera.weight (0.258364252815876,0.55762280277853), Diameter (0.423020947667155,0.45069444243271)",0.0023940627,0.0101214575,0.0125155202,3
"782","Diameter (0.449218942091228,0.65)","Shucked.weight (1.00008044845963,1.32553874023595), Sex (F)",0.002633469,0.0063547083,0.0089881773,2
"783","Whole.weight (0.856115001797778,2.08150190296804)","Length (0.482877790612851,0.507863391269811), Height (0.126920962879373,1.06755999857577)",0.0023940627,0.0053763441,0.0077704068,2
"784","Viscera.weight (0.386612437742083,0.727612091994937)","Length (0.815,0.815)",0.0002394063,0.0054644809,0.0057038872,2
"785","Whole.weight (0.370049273269707,1.66390358075243)","Shell.weight (0.570513530620733,0.88179746520122), Length (0.195712799738292,0.815)",0.0021546565,0.0029135643,0.0050682208,2
"786","Viscera.weight (5e-04,0.666246354518971)","Diameter (0.0596773885858334,0.248731862280597), Shell.weight (0.0689594489996343,0.976952959348502), Length (0.0778670772204851,0.815), Whole.weight (0.002,2.8255)",0.0016758439,0.0016762452,0.0033520891,2
"788","Length (0.075,0.815)","Shell.weight (0.489001763943093,1.005), Diameter (0.091265548982712,0.65), Whole.weight (2.09585850293915,2.11802605317403)",0.0007182188,0.0007182188,0.0014364376,2
"789","Length (0.204886249161308,0.636959698955439)","Height (0.94690115092216,1.13), Shell.weight (0.0015,1.0010119135822), Shucked.weight (0.11260866324259,1.19680905664883), Viscera.weight (0.0883354803839524,0.314058971574357)",0.0002394063,0.0002907822,0.0005301885,2
"790","Length (0.107868195476795,0.815)","Shucked.weight (0.001,1.40748915828255), Height (0.911185606668844,1.13), Viscera.weight (5e-04,0.76)",0.0002394063,0.0002394636,0.0004788699,2
"791","Shucked.weight (0.001,1.488)","Whole.weight (0.002,0.00675664864523454)",0.0002394063,0.0002394063,0.0004788126,2
"792","Shucked.weight (0.001,1.488)","Shucked.weight (0.001,1.488), Diameter (0.055,0.65)",1,1,2,2
"793","Diameter (0.055,0.65)","Diameter (0.055,0.65), Shucked.weight (0.001,1.488)",1,1,2,2
"794","Diameter (0.164140744432498,0.632537598125998)","Diameter (0.164140744432498,0.632537598125998), Shucked.weight (0.001,1.488)",0.9837203735,1,1.9837203735,2
"795","Whole.weight (0.002,2.00691816650245)","Diameter (0.055,0.609254720276045)",0.9825233421,1,1.9825233421,2
"796","Whole.weight (0.002,1.90567508150025)","Diameter (0.055,0.629654328030205)",0.976298779,1,1.976298779,2
"797","Diameter (0.055,0.585849843523571)","Diameter (0.055,0.585849843523571), Shucked.weight (0.0202540339689877,1.488)",0.9782140292,0.9850530376,1.9632670668,2
"798","Length (0.075,0.777697763284448)","Diameter (0.171130174549974,0.65), Shucked.weight (0.001,1.488)",0.9801292794,0.9810687755,1.9611980549,2
"799","Shucked.weight (0.001,1.488)","Shucked.weight (0.001,1.488), Diameter (0.164140744432498,0.595490273639348)",0.9794110606,0.9794110606,1.9588221212,2
"800","Whole.weight (0.0834195016391797,1.8394087702135)","Whole.weight (0.0834195016391797,1.8394087702135), Diameter (0.055,0.645205894595772)",0.9439789322,1,1.9439789322,2
"801","Shucked.weight (0.001,1.488)","Shucked.weight (0.001,1.488), Diameter (0.055,0.561580820356357)",0.9707924348,0.9707924348,1.9415848696,2
"802","Whole.weight (0.107134968726014,1.94991550304275)","Whole.weight (0.107134968726014,1.94991550304275), Diameter (0.055,0.583460353784689)",0.935839119,0.9974483287,1.9332874477,2
"803","Shucked.weight (0.0202540339689877,1.488)","Shucked.weight (0.0202540339689877,1.488), Diameter (0.120484446659499,0.556020470949716)",0.9506823079,0.9650060753,1.9156883832,2
"804","Whole.weight (0.002,1.51139505285427)","Whole.weight (0.002,1.51139505285427), Diameter (0.055,0.575211893037564)",0.9083073977,0.9997364954,1.9080438931,2
"805","Diameter (0.164140744432498,0.526833263503229)","Diameter (0.164140744432498,0.526833263503229), Shucked.weight (0.001,1.488)",0.9032798659,1,1.9032798659,2
"806","Shucked.weight (0.0881648895347888,1.488)","Shucked.weight (0.0881648895347888,1.488), Diameter (0.055,0.65)",0.8975341154,1,1.8975341154,2
"807","Whole.weight (0.0659848444282791,2.00691816650245)","Whole.weight (0.0659848444282791,2.00691816650245), Diameter (0.055,0.541155124013268)",0.9229111803,0.9594325535,1.8823437338,2
"808","Shucked.weight (0.0999050203502796,1.48740326660793)","Shucked.weight (0.0999050203502796,1.48740326660793), Diameter (0.0986562977729994,0.632743260885615)",0.8767057697,0.9997269997,1.8764327694,2
"809","Whole.weight (0.002,1.35844422127865)","Whole.weight (0.002,1.35844422127865), Diameter (0.055,0.572335429795027)",0.8570744554,0.9994416527,1.8565161081,2
"810","Whole.weight (0.107134968726014,2.19534786531112)","Whole.weight (0.107134968726014,2.19534786531112), Diameter (0.055,0.541463952849764)",0.9032798659,0.9498992951,1.853179161,2
"811","Whole.weight (0.0659848444282791,1.38402770771742)","Whole.weight (0.0659848444282791,1.38402770771742), Diameter (0.055,0.561580820356357)",0.8503710797,0.9988751406,1.8492462203,2
"812","Whole.weight (0.244598208896087,1.90567508150025)","Whole.weight (0.244598208896087,1.90567508150025), Diameter (0.055,0.640473311985171)",0.8484558295,1,1.8484558295,2
"813","Whole.weight (0.002,2.56639924536113)","Diameter (0.055,0.528989955076378)",0.9193200862,0.9199808337,1.8393009199,2
"814","Whole.weight (0.002,1.41702304732673)","Whole.weight (0.002,1.41702304732673), Diameter (0.055,0.513912856241265)",0.8482164233,0.9614654003,1.8096818236,2
"815","Whole.weight (0.002,1.22049360000142)","Whole.weight (0.002,1.22049360000142), Diameter (0.055,0.643617229708395)",0.7886042614,1,1.7886042614,2
"816","Whole.weight (0.002,1.22056424251501)","Diameter (0.120484446659499,0.65)",0.7842949485,0.9939320388,1.7782269873,2
"817","Whole.weight (0.002,2.37868530438782)","Diameter (0.0722021415535485,0.518512513951977)",0.8872396457,0.8904372898,1.7776769355,2
"818","Shucked.weight (0.165841700583799,1.48700544434656)","Shucked.weight (0.165841700583799,1.48700544434656), Diameter (0.055,0.595833044905377)",0.7783097917,0.994493729,1.7728035207,2
"819","Shucked.weight (0.165841700583799,1.488)","Shucked.weight (0.165841700583799,1.488), Diameter (0.055,0.595833044905377)",0.7783097917,0.9941896024,1.7724993941,2
"820","Shucked.weight (0.135285369185728,1.488)","Diameter (0.055,0.564279138931735)",0.8010533876,0.9648212226,1.7658746102,2
"821","Shucked.weight (0.137975254901848,1.488)","Shucked.weight (0.137975254901848,1.488), Diameter (0.055,0.550607076810003)",0.7898012928,0.9542956321,1.7440969249,2
"822","Whole.weight (0.228726967842243,1.35968988499615)","Diameter (0.120484446659499,0.65)",0.739047163,1,1.739047163,2
"823","Whole.weight (0.002,2.12556091814376)","Diameter (0.0836702359225808,0.509562479189915)",0.8534833613,0.8634051829,1.7168885442,2
"824","Whole.weight (0.002,2.24454616464047)","Diameter (0.055,0.509562479189915)",0.8537227675,0.858656393,1.7123791605,2
"825","Whole.weight (0.002,1.15623067934575)","Whole.weight (0.002,1.15623067934575), Diameter (0.055,0.490047346977702)",0.7344984439,0.9770700637,1.7115685076,2
"826","Whole.weight (0.337221716784885,1.74980472734556)","Diameter (0.055,0.535571649773136)",0.7464687575,0.962642791,1.7091115485,2
"827","Shucked.weight (0.165841700583799,1.488)","Shucked.weight (0.165841700583799,1.488), Diameter (0.055,0.555754286132143)",0.7486234139,0.9562691131,1.704892527,2
"828","Whole.weight (0.002,1.45833596684901)","Whole.weight (0.002,1.45833596684901), Diameter (0.0625735834395367,0.490047346977702)",0.7902801053,0.8842753817,1.674555487,2
"829","Whole.weight (0.107134968726014,1.10234111574032)","Whole.weight (0.107134968726014,1.10234111574032), Diameter (0.055,0.645205894595772)",0.6724922193,1,1.6724922193,2
"830","Whole.weight (0.002,1.46436827701316)","Whole.weight (0.002,1.46436827701316), Diameter (0.055,0.492923810220238)",0.7905195116,0.8819444444,1.672463956,2
"831","Shucked.weight (0.163353132229985,1.48700544434656)","Shucked.weight (0.163353132229985,1.48700544434656), Diameter (0.055,0.542781537119191)",0.733780225,0.9293511219,1.6631313469,2
"832","Whole.weight (0.002,1.02266805079036)","Diameter (0.0722021415535485,0.620466055262712)",0.6619583433,0.9996384671,1.6615968104,2
"833","Shucked.weight (0.198122298073125,1.488)","Diameter (0.055,0.556020470949716)",0.6942781901,0.9530069011,1.6472850912,2
"834","Whole.weight (0.0762107320572959,1.10994581489012)","Whole.weight (0.0762107320572959,1.10994581489012), Diameter (0.055,0.483473592856627)",0.6734498444,0.971339779,1.6447896234,2
"835","Diameter (0.188332316103522,0.535571649773136)","Shucked.weight (0.121759640740753,1.42656500336051)",0.7830979172,0.8603366649,1.6434345821,2
"836","Whole.weight (0.002,0.997503959783784)","Diameter (0.11016316172737,0.65)",0.6435240603,0.9951869678,1.6387110281,2
"837","Shucked.weight (0.205403708723911,1.488)","Shucked.weight (0.205403708723911,1.488), Diameter (0.055,0.558785720418727)",0.6820684702,0.9522058824,1.6342743526,2
"838","Whole.weight (0.203133030070931,2.51117497431854)","Diameter (0.055,0.506554882901445)",0.754847977,0.839456869,1.594304846,2
"839","Shucked.weight (0.279415307593636,1.488)","Diameter (0.120484446659499,0.65)",0.5920517118,1,1.5920517118,2
"840","Whole.weight (0.250900619616526,1.10234111574032)","Diameter (0.0811937786637996,0.65), Shucked.weight (0.001,1.488)",0.5819966483,1,1.5819966483,2
"841","Whole.weight (0.002,1.09322320923001)","Shucked.weight (0.0999050203502796,1.48740326660793), Diameter (0.055,0.612705721538999)",0.5836724922,0.8261606235,1.4098331157,2
"842","Diameter (0.251587621065188,0.65)","Diameter (0.251587621065188,0.65), Length (0.474356329981731,0.711438620675616)",0.6698587503,0.7286458333,1.3985045836,2
"843","Whole.weight (0.0823405692957396,0.676446544573186)","Diameter (0.164140744432498,0.45817625336711)",0.3921474743,0.9975639464,1.3897114207,2
"844","Diameter (0.120484446659499,0.607478835433113)","Shucked.weight (0.221568600699378,1.42767623621091)",0.6839837204,0.6885996626,1.372583383,2
"847","Sex (M), Height (0.0283922666856553,0.323571693416681)","Shucked.weight (0.001,1.488), Diameter (0.098640420077633,0.65)",0.3653339718,1,1.3653339718,3
"854","Sex (M), Diameter (0.204849466098912,0.65)","Shucked.weight (0.001,1.488)",0.36030644,1,1.36030644,3
"855","Sex (M), Whole.weight (0.002,2.32913536503728)","Diameter (0.127310656000214,0.65)",0.3619822839,0.9967040211,1.358686305,3
"857","Sex (M), Whole.weight (0.002,2.8255)","Diameter (0.164140744432498,0.609597602257043)",0.3627005028,0.9914921466,1.3541926494,3
"858","Sex (M), Whole.weight (0.002,2.04522034884802)","Diameter (0.0836702359225808,0.578219489326033)",0.3540818769,0.9946200403,1.3487019172,3
"859","Whole.weight (0.393739433592882,0.885603053561208)","Diameter (0.181342885986047,0.601326593426132)",0.3483361264,1,1.3483361264,2
"860","Whole.weight (0.107134968726014,1.97031865730745), Sex (M)","Diameter (0.055,0.65)",0.3476179076,1,1.3476179076,3
"861","Whole.weight (0.002,1.90274755064882)","Whole.weight (0.002,1.90274755064882), Diameter (0.055,0.463783946203213)",0.661718937,0.6779494727,1.3396684097,2
"863","Sex (M), Shucked.weight (0.0125524203813926,1.488)","Diameter (0.055,0.570764626390188)",0.355039502,0.9750164366,1.3300559386,3
"864","Whole.weight (0.983750871784147,2.17609341399217)","Diameter (0.160368348723736,0.575211893037564)",0.3483361264,0.980458221,1.3287943474,2
"870","Whole.weight (0.26731264293998,0.738438540275584)","Diameter (0.0722021415535485,0.535851961007457)",0.3174527173,1,1.3174527173,2
"882","Whole.weight (0.0888324692929275,0.597770110214523)","Shucked.weight (0.0405620081401118,1.488), Diameter (0.159790992350565,0.555566485910161)",0.3296624372,0.9786780384,1.3083404756,2
"892","Diameter (0.277220526839204,0.639502409940617)","Diameter (0.277220526839204,0.639502409940617), Shucked.weight (0.270214733401576,1.38560833893419)",0.605458463,0.6877889584,1.2932474214,2
"893","Sex (M), Shucked.weight (0.203292667524045,1.488)","Diameter (0.055,0.580444513950597)",0.3059612162,0.9823212913,1.2882825075,3
"895","Whole.weight (0.242730094094419,0.659655964115241)","Whole.weight (0.242730094094419,0.659655964115241), Diameter (0.055,0.601221063620785)",0.2834570266,1,1.2834570266,2
"897","Whole.weight (0.33023957944718,0.738438540275584)","Whole.weight (0.33023957944718,0.738438540275584), Diameter (0.055,0.578920267411837)",0.277711276,1,1.277711276,2
"900","Whole.weight (0.107134968726014,0.520742972461511)","Whole.weight (0.107134968726014,0.520742972461511), Diameter (0.055,0.633496815268445)",0.2693320565,1,1.2693320565,2
"902","Sex (F), Whole.weight (0.002,2.8255)","Diameter (0.0836702359225808,0.565846798205345)",0.3021307158,0.9655700077,1.2677007235,3
"904","Whole.weight (0.002,1.17453619190287)","Whole.weight (0.002,1.17453619190287), Diameter (0.055,0.436995839191515)",0.5475221451,0.7187303583,1.2662525034,2
"905","Whole.weight (0.429513984084334,0.805162142871944)","Diameter (0.120484446659499,0.550754517968298)",0.2643045248,1,1.2643045248,2
"906","Whole.weight (0.283670627242782,0.654333131295669)","Diameter (0.222051607652461,0.65)",0.2540100551,0.9990583804,1.2530684355,2
"908","Diameter (0.055,0.613977301544772)","Whole.weight (0.130642780451882,1.04149433205538)",0.6198228394,0.6208633094,1.2406861488,2
"909","Whole.weight (0.002,1.33072916554931)","Whole.weight (0.002,1.33072916554931), Diameter (0.164140744432498,0.44517448280024)",0.567632272,0.6714811668,1.2391134388,2
"910","Sex (M), Whole.weight (0.165469224057637,2.04522034884802), Length (0.53209940918968,0.815)","Diameter (0.151518105366604,0.645820977188466)",0.2362939909,1,1.2362939909,5
"911","Whole.weight (0.002,1.22660445681506), Sex (M), Shucked.weight (0.142908526660842,1.488)","Diameter (0.055,0.65)",0.2298300215,1,1.2298300215,5
"912","Shucked.weight (0.0669366802335197,1.488)","Shucked.weight (0.0669366802335197,1.488), Diameter (0.055,0.460423637163464)",0.5913334929,0.6361061035,1.2274395964,2
"913","Diameter (0.390331586370564,0.548693110106552), Sex (F)","Shucked.weight (0.0749060280315052,1.20760437818749)",0.2264783337,1,1.2264783337,3
"916","Whole.weight (1.06605688773891,1.43311456334472)","Diameter (0.222051607652461,0.592613810396811)",0.195116112,1,1.195116112,2
"919","Whole.weight (1.00355641477479,1.26873526765332)","Whole.weight (1.00355641477479,1.26873526765332), Diameter (0.055,0.611420440468611)",0.1656691405,1,1.1656691405,2
"921","Sex (M), Whole.weight (0.830930715353904,1.29180924808934)","Diameter (0.222051607652461,0.627990446696121)",0.1505865454,1,1.1505865454,3
"922","Whole.weight (0.539298358930534,0.750720941790139)","Shucked.weight (0.0405620081401118,1.488), Diameter (0.164140744432498,0.558442949152698)",0.1431649509,1,1.1431649509,2
"923","Sex (I), Shucked.weight (0.192718892027901,1.488)","Diameter (0.055,0.65)",0.1410102945,1,1.1410102945,3
"924","Whole.weight (0.821812808843599,1.0029759065033)","Diameter (0.222051607652461,0.595490273639348)",0.1319128561,1,1.1319128561,2
"926","Whole.weight (0.372261176880185,0.539298358930534)","Whole.weight (0.372261176880185,0.539298358930534), Diameter (0.186229270874649,0.638558580043728)",0.1156332296,1,1.1156332296,2
"928","Whole.weight (0.539298358930534,0.696872637123687)","Diameter (0.135171361368928,0.553645106497184)",0.1110845104,1,1.1110845104,2
"931","Whole.weight (0.420999203983159,0.571488802697406)","Whole.weight (0.420999203983159,0.571488802697406), Diameter (0.055,0.575211893037564)",0.1050993536,1,1.1050993536,2
"933","Whole.weight (0.197764064978187,0.32437901535832)","Shucked.weight (0.001,1.488), Diameter (0.120484446659499,0.649794337240382)",0.0806799138,1,1.0806799138,2
"934","Sex (F), Shucked.weight (0.518382278664352,1.48700544434656)","Whole.weight (0.002,2.78576558758795), Diameter (0.055,0.580586057845441)",0.1031841034,0.966367713,1.0695518164,3
"935","Shell.weight (0.342366206895739,0.983480779717975), Sex (M), Viscera.weight (0.11417904987576,0.466782861901102)","Diameter (0.404559900404992,0.578920267411837), Length (0.268245007964541,0.815)",0.0979171654,0.9691943128,1.0671114782,5
"937","Length (0.685017274017906,0.815)","Length (0.685017274017906,0.815), Diameter (0.14693860287895,0.65)",0.0550634427,1,1.0550634427,2
"938","Diameter (0.055,0.504443504620169)","Diameter (0.055,0.504443504620169), Shucked.weight (0.249491864649983,1.488)",0.4780943261,0.5708976558,1.0489919819,2
"939","Diameter (0.418271390262882,0.65), Shell.weight (0.303447372239827,0.524480224074898), Rings (9), Viscera.weight (0.151631150677521,0.76)","Length (0.199650404922684,0.746050040239284)",0.0373473785,1,1.0373473785,7
"940","Sex (F), Whole.weight (0.0650809812356083,2.05462704207895)","Diameter (0.055,0.506686015947378)",0.2420397414,0.7873831776,1.029422919,3
"941","Sex (F), Length (0.712356693991003,0.815)","Shucked.weight (0.103021577139274,1.488), Diameter (0.055,0.65)",0.0124491262,1,1.0124491262,3
"942","Whole.weight (0.002,0.684054567325772), Shucked.weight (0.326663386636451,1.488)","Diameter (0.055,0.545975318006424)",0.0055063443,1,1.0055063443,4
"943","Sex (M), Rings (23)","Diameter (0.168079782406705,0.65)",0.0007182188,1,1.0007182188,2
"947","Length (0.650096268225765,0.815)","Length (0.650096268225765,0.815), Diameter (0.507637689238423,0.596815366241439)",0.1005506344,0.8606557377,0.9612063721,2
"948","Length (0.381060969172197,0.624985157883194), Sex (F)","Diameter (0.243466304011175,0.492248443029148), Shucked.weight (0.212147724789479,1.16623831305116)",0.1525017955,0.7711864407,0.9236882362,3
"949","Sex (F), Height (0.0504772847233064,0.316329461907973), Diameter (0.0622495868032226,0.65)","Whole.weight (0.857911451455358,2.6162717352769)",0.2058893943,0.6590038314,0.8648932257,5
"950","Diameter (0.0622495868032226,0.462343060379583), Sex (M)","Shucked.weight (0.236434868072451,1.146169381548)",0.1316734498,0.6578947368,0.7895681866,3
"951","Whole.weight (0.152622511186258,2.41803442639297)","Sex (M), Diameter (0.055,0.58814029672837)",0.3514484079,0.3771839671,0.728632375,2
"952","Diameter (0.0670826446720376,0.594894516205941)","Sex (M), Shucked.weight (0.001,1.33404636017229)",0.3624610965,0.3645557428,0.7270168393,2
"953","Whole.weight (0.0650809812356083,2.141753143393)","Sex (M), Diameter (0.055,0.604835602851801)",0.3555183146,0.366757224,0.7222755386,2
"954","Length (0.540740354486192,0.777697763284448), Diameter (0.171130174549974,0.541213256988919)","Sex (M), Shucked.weight (0.001,1.488)",0.2106775198,0.4715969989,0.6822745187,4
"956","Whole.weight (0.690325952723641,1.43705813028921)","Sex (M), Diameter (0.0593497520819335,0.645980281454959)",0.2137898013,0.4660751566,0.6798649579,2
"957","Shucked.weight (0.296777167416216,1.488)","Diameter (0.0836702359225808,0.468718374585605)",0.2432367728,0.432893055,0.6761298278,2
"958","Viscera.weight (0.411769130076807,0.711806091061739), Whole.weight (0.002,1.36629019789171)","Diameter (0.0942906679956994,0.545975318006424)",0.0004788125,0.6666666667,0.6671454792,4
"959","Diameter (0.164140744432498,0.596854570387719)","Diameter (0.164140744432498,0.596854570387719), Shell.weight (0.29680938693003,0.801087211498252)",0.3167344984,0.3233928135,0.6401273119,2
"960","Diameter (0.130097456247246,0.65)","Diameter (0.130097456247246,0.65), Sex (F)",0.3129039981,0.3155480444,0.6284520425,2
"961","Whole.weight (0.353755541257189,2.17785811698429)","Sex (M), Diameter (0.055,0.519483286592252)",0.2784294949,0.3484122229,0.6268417178,2
"962","Shell.weight (0.00567589246052914,0.626622523858603)","Sex (F), Shucked.weight (0.0680080192703932,1.22841058631384)",0.3078764664,0.3117575758,0.6196340422,2
"963","Whole.weight (0.424721975158214,1.2080273493247)","Sex (M), Diameter (0.055,0.575211893037564)",0.2164232703,0.3978873239,0.6143105942,2
"964","Diameter (0.055,0.488083694441307)","Sex (M)",0.2554464927,0.3294226613,0.584869154,2
