"Antecedent","Consequence","Support","Confidence","Fitness"
"VisceraWeight (0.0141939254339668,0.76)","Sex (I)","0.3035671535","0.3101761252","0.6137432787"
"Height (0,0.878678684394326), VisceraWeight (5e-04,0.651378128700068), Diameter (0.31967594031539,0.49042834888256)","Sex (M)","0.2317452717","0.3802042419","0.6119495136"
"VisceraWeight (5e-04,0.630304301541313)","Length (0.334274632929082,0.504480886380188)","0.3033277472","0.3034730539","0.6068008011"
"Rings (6.66491606003183,29)","VisceraWeight (0.238789377626759,0.52627689707042), ShellWeight (0.0015,0.994694745474862)","0.2844146517","0.3185840708","0.6029987225"
"Length (0.252998718310773,0.815)","ShellWeight (0.303648278402991,0.562856555929422)","0.2899209959","0.2974699091","0.587390905"
"ShuckedWeight (0.745039244294181,0.943196450170846)","ShellWeight (0.389207294802472,0.826752334273275), Diameter (0.3525,0.614003039855161), WholeWeight (0.657427147500324,1.85128474495388)","0.0196313143","0.5655172414","0.5851485557"
"VisceraWeight (5e-04,0.76), WholeWeight (0.611745835084636,2.8255)","Diameter (0.489755649834406,0.638037688130789)","0.2243236773","0.3590038314","0.5833275087"
"Length (0.568395415241175,0.628040175715723)","Sex (M)","0.1065357912","0.4744136461","0.5809494373"
"Length (0.641030531109136,0.815), Diameter (0.529023875270832,0.65), Height (0.0160638823096815,0.338419646288748)","Sex (F)","0.0418960977","0.5384615385","0.5803576362"
"WholeWeight (0.848454189618667,2.80788481888914), ShellWeight (0.392868663634668,1.005)","Length (0.540385173313771,0.809585516240331), Sex (F)","0.0672731626","0.5053956835","0.5726688461"
"ShellWeight (0.583893219731191,1.005)","ShuckedWeight (0.150100376270959,1.488), Rings (4.05191613719217,15.1203816093912)","0.0086186258","0.5625","0.5711186258"
"ShellWeight (0.0453967163022326,0.703171762327161)","Rings (1,8.99612172434172)","0.2729231506","0.2931344819","0.5660576325"
"Diameter (0.0948043574139047,0.65)","ShellWeight (0.0312134349371662,0.497483176136655), WholeWeight (1.05551889134575,2.8255)","0.2786689011","0.2788023952","0.5574712963"
"Diameter (0.589144603174645,0.65)","VisceraWeight (0.406056511286122,0.61369836644506), ShellWeight (0.515704217051178,0.73279061288861)","0.0038305004","0.5517241379","0.5555546383"
"Sex (M)","ShellWeight (0.307562272264144,0.965726415916135), Diameter (0.224707302465231,0.65)","0.1469954513","0.4018324607","0.548827912"
"ShellWeight (0.392868663634668,0.819810916609077)","Length (0.370331818905943,0.805852019028971), Diameter (0.273690519886513,0.65), Sex (M)","0.0632032559","0.4782608696","0.5414641255"
"WholeWeight (0.002,2.62283660329877)","VisceraWeight (0.119438752379065,0.632608737524518), Sex (F)","0.2705290879","0.2707235266","0.5412526145"
"VisceraWeight (0.339832341898197,0.623354559388071)","Sex (M)","0.042135504","0.4985835694","0.5407190734"
"Sex (F), Diameter (0.0915603914683015,0.65)","ShellWeight (0.221643699796031,0.351952221851196)","0.1278429495","0.4085692425","0.536412192"
"ShellWeight (0.628758780000557,0.916310782878951)","ShuckedWeight (0.252410360359085,1.488), Rings (12.95303175156,18.8397726507828)","0.0043093129","0.5294117647","0.5337210776"
"ShellWeight (0.495589875144611,1.005)","Sex (M)","0.021067752","0.511627907","0.532695659"
"Length (0.671319827896077,0.815)","Sex (F), ShellWeight (0.282386798817781,1.005)","0.0366291597","0.4935483871","0.5301775468"
"Length (0.165567755086086,0.534824092782219)","ShellWeight (0.150708145525912,0.888958561816878), WholeWeight (0.002,1.94382551363164)","0.1683026095","0.3595907928","0.5278934023"
"Rings (4.61827855209049,29), ShellWeight (0.0015,1.005)","Diameter (0.437910589368912,0.497159222742739)","0.2602346181","0.2649281014","0.5251627195"
"WholeWeight (1.92406557757771,2.20367283913196)","Sex (M), ShellWeight (0.433740534119541,1.005)","0.0076610007","0.5079365079","0.5155975086"
"Diameter (0.170769036111128,0.50125)","Length (0.455612918996303,0.540984706089366)","0.2315058655","0.2828312372","0.5143371027"
"Sex (F)","ShellWeight (0.32137971805826,0.684432820064201)","0.1213789801","0.3879112471","0.5092902272"
"Length (0.693533646595897,0.753056656956905)","ShellWeight (0.282386798817781,1.005), Sex (F)","0.0222647833","0.4869109948","0.5091757781"
"Rings (4.90141317392772,23.0378698893473)","Diameter (0.11300604716409,0.354779176197044)","0.2494613359","0.2543945312","0.5038558671"
"ShellWeight (0.537830126670262,1.005)","ShuckedWeight (0.325240788783354,1.488), Rings (13.9800050470512,21.8149024498416)","0.0119703136","0.4901960784","0.502166392"
"ShellWeight (0.698320566173039,1.005)","ShuckedWeight (0.218283184464963,0.995777607412427), Diameter (0.3232864067216,0.567506533412379), Rings (15.5293850522721,29)","0.0019152502","0.5","0.5019152502"
"Rings (6.72763004573062,29), ShellWeight (0.894162338277907,1.005)","VisceraWeight (0.118057542703755,0.406056511286122), WholeWeight (1.41885470302735,2.14766982286971)","0.0002394063","0.5","0.5002394063"
"ShellWeight (0.351749129216303,0.958204982614377)","Rings (4.50060514034703,25.7590370066464), Sex (M), ShuckedWeight (0.20689881334221,0.908246148155304), Diameter (0.348953251866333,0.586661534908344)","0.082595164","0.4131736527","0.4957688167"
"Diameter (0.28781176930388,0.65)","WholeWeight (1.16858125630696,2.09380115292736)","0.2276753651","0.2632161639","0.490891529"
"Length (0.737927429233096,0.815)","Diameter (0.0654101924449788,0.65), Height (0,0.242353219365177), ShellWeight (0.258733418778182,0.564306859424294), VisceraWeight (0.134992413244981,0.614007256839221)","0.0043093129","0.4864864865","0.4907957994"
"Diameter (0.450020633452577,0.64635517783754)","ShellWeight (0.389207294802472,0.836463397661673)","0.1352645439","0.3551225644","0.4903871083"
"WholeWeight (1.61930623493454,1.9489955960964)","Length (0.191806041627424,0.722310584713996), Sex (F), ShellWeight (0.267915203069279,0.93738122886209)","0.0203495332","0.4696132597","0.4899627929"
"ShellWeight (0.645594016417208,0.917437717695924)","ShuckedWeight (0.0919488942460594,0.968090476717567), Diameter (0.11985211157662,0.567506533412379), Rings (9.32511537586106,29)","0.0033516878","0.4827586207","0.4861103085"
"Rings (3.25288966826702,25.4451938143866), ShellWeight (0.0015,1.005)","Sex (F), ShuckedWeight (0.286069667523367,1.488)","0.239885085","0.2410972089","0.4809822939"
"ShellWeight (0.0015,0.964881335284193)","Length (0.132416751621913,0.445)","0.2401244913","0.2401819923","0.4803064836"
"ShellWeight (0.0748665655314984,0.916581270070116)","Sex (I)","0.2233660522","0.2542927228","0.477658775"
"WholeWeight (1.54397790816205,2.31043884326704)","ShellWeight (0.392868663634668,1.005), Sex (M)","0.0337562844","0.4365325077","0.4702887921"
"ShellWeight (0.037284061452141,0.577804928570062)","Height (0.167280399535375,0.906103163943917)","0.2245630836","0.2405128205","0.4650759041"
"Length (0.27841856394778,0.682946239486337)","ShellWeight (0.31789844789874,0.978082394680241)","0.2137898013","0.2369957537","0.450785555"
"WholeWeight (0.0248098326809213,2.8255)","VisceraWeight (0.262308952182754,0.76)","0.2243236773","0.2255657198","0.4498893971"
"Length (0.523811784710269,0.815)","ShellWeight (0.372364431578069,0.871910317435919)","0.1604022025","0.2852277565","0.445629959"
"Rings (8.23679326893762,10.7540394820971)","ShuckedWeight (0.484587189389043,0.86666273345027)","0.1067751975","0.3371126228","0.4438878203"
"VisceraWeight (5e-04,0.76)","Length (0.075,0.437516956780455)","0.221450802","0.221450802","0.442901604"
"Diameter (0.055,0.631895551283087), ShellWeight (0.0592916471577891,0.684432820064201)","ShuckedWeight (0.528162003187535,1.19300258137962)","0.2101987072","0.2312961012","0.4414948084"
"Length (0.339919321848283,0.619906160496175)","ShellWeight (0.26421528721521,0.704839734185458), Diameter (0.300802100322308,0.65)","0.1774000479","0.2627659574","0.4401660053"
"Rings (6.47955379247287,29)","ShellWeight (0.346580178493506,0.763558795655491)","0.2068470194","0.231697506","0.4385445254"
"ShellWeight (0.241914607223927,1.005), Rings (3.23600375110982,7.68846022873186), WholeWeight (0.91208254932132,1.98802524784273)","Sex (M), ShuckedWeight (0.421533995945851,1.36148934404955)","0.0014364376","0.4285714286","0.4300078662"
"Diameter (0.055,0.65)","Sex (M), ShellWeight (0.256083899175033,1.005)","0.2101987072","0.2101987072","0.4203974144"
"Sex (I)","WholeWeight (0.00335667569218094,2.8255), ShellWeight (0.161209270398955,1.005)","0.1003112282","0.3122205663","0.4125317945"
"ShellWeight (0.452796791040411,1.005), WholeWeight (2.02925255812968,2.27708580043019)","Sex (F)","0.0045487192","0.4042553191","0.4088040383"
"Diameter (0.055,0.65)","ShellWeight (0.352239494701861,0.915876167136637)","0.1991860187","0.1991860187","0.3983720374"
"Diameter (0.220279443857326,0.65)","ShellWeight (0.346642719880307,0.578003867797517)","0.192482643","0.2031328954","0.3956155384"
"Height (0.12361054254121,0.952826005044485)","VisceraWeight (0.293072935043951,0.597712550446769)","0.1604022025","0.2350052613","0.3954074638"
"ShuckedWeight (0.477878076880545,1.39177404275688), Rings (1.87819229145498,28.4126175802958)","ShellWeight (0.417149197463267,0.672519401786994), Diameter (0.055,0.65)","0.0873832894","0.3036605657","0.3910438551"
"Sex (F)","WholeWeight (1.24734401396751,2.47878567467225), ShellWeight (0.204829059109656,1.005)","0.09312904","0.2976281561","0.3907571961"
"WholeWeight (0.0282201316123574,2.8255)","Diameter (0.466019019358267,0.51207165111744), ShellWeight (0.0015,0.837101938210404)","0.1900885803","0.1913714148","0.3814599951"
"Diameter (0.055,0.65)","WholeWeight (0.766675981009448,2.8255), ShellWeight (0.336100173707029,0.49442500143311)","0.1872157051","0.1872157051","0.3744314102"
"Sex (M)","Diameter (0.270363960422146,0.65), ShuckedWeight (0.396476404244921,0.547143314605364)","0.1000718219","0.2735602094","0.3736320313"
"Height (0.0309390058530698,0.778436904128202)","VisceraWeight (0.279921919690463,0.634180507057156)","0.1855398611","0.1863876864","0.3719275475"
"VisceraWeight (0.496103687500465,0.76)","Height (0,0.419744070692686), ShuckedWeight (0.79830310998077,1.45386384314822), ShellWeight (0.302976425607107,1.005), Sex (F), WholeWeight (0.561245384954498,2.8255)","0.0021546565","0.36","0.3621546565"
"WholeWeight (1.16216076004837,2.06837914056377), VisceraWeight (0.0380438820505806,0.563412833600189), ShellWeight (0.328463195503049,0.978514951099874)","Sex (F), Diameter (0.47361663771153,0.532399267680012), Length (0.275508144916967,0.815)","0.0576969117","0.3020050125","0.3597019242"
"ShellWeight (0.120488233844459,1.005), Rings (3.41440559504554,11.0818859313149)","Sex (I)","0.125688293","0.2314814815","0.3571697745"
"ShellWeight (0.645170346001516,0.978082394680241)","WholeWeight (1.59927911204459,2.20895156486551), Sex (M)","0.0023940627","0.3448275862","0.3472216489"
"ShellWeight (0.603877544459959,0.897744729832106)","ShuckedWeight (0.285043837512494,1.28117172261368), Rings (16.0931758098304,27.6517087918473)","0.0038305004","0.3404255319","0.3442560323"
"WholeWeight (0.715394079354152,2.8255), ShellWeight (0.362929355740272,0.742362525710035), Sex (F)","Diameter (0.542086769937673,0.641140619387097)","0.0268135025","0.312849162","0.3396626645"
"ShuckedWeight (0.120838886468206,0.96879122387903)","ShellWeight (0.161209270398955,0.826752334273275), Rings (12.0683756115614,29)","0.1539382332","0.1838718902","0.3378101234"
"ShellWeight (0.660419373582819,1.005)","ShuckedWeight (0.373350025552008,0.669569012662396), Rings (13.5334721057443,29)","0.0019152502","0.3333333333","0.3352485835"
"Sex (M), Length (0.138386639716919,0.545837884225184), ShellWeight (0.0015,0.829875435391848)","Rings (6.3592597405368,8.5077999739442), Diameter (0.11985211157662,0.577342054515611)","0.0397414412","0.2953736655","0.3351151067"
"Rings (4.78516227042201,24.6296452525953), ShellWeight (0.123517863965635,0.738855357655663)","Sex (I)","0.1438831697","0.1891126495","0.3329958192"
"VisceraWeight (0.281800405115428,0.50783542244355), Rings (9.41976191648791,29)","WholeWeight (0.972912756815818,1.70424723533135), ShellWeight (0.405777122775822,0.765412121533857)","0.042135504","0.2843295638","0.3264650678"
"ShellWeight (0.600062502830929,1.005)","Length (0.258458511534845,0.731672785589471), Sex (F), Rings (10.8035081652924,27.5409768335521)","0.0038305004","0.32","0.3238305004"
"ShellWeight (0.127072970961453,0.837322169897342)","ShellWeight (0.127072970961453,0.837322169897342), Sex (I)","0.138855638","0.1841269841","0.3229826221"
"ShellWeight (0.423737251064772,0.702570200685679)","Sex (M), Rings (10.0965862116554,15.8376431316537)","0.0272923151","0.2923076923","0.3196000074"
"WholeWeight (1.3749245664926,2.8255)","ShellWeight (0.439102511198185,1.005), Sex (M), ShuckedWeight (0.001,1.40880980031978)","0.0363897534","0.274368231","0.3107579844"
"ShellWeight (0.602318152298193,0.734448281810473)","Length (0.392226757280005,0.730159980499739), WholeWeight (0.447181241693903,2.8255), Sex (M)","0.0028728753","0.3076923077","0.310565183"
"Diameter (0.055,0.65), ShellWeight (0.268973411794708,0.809778886449163)","ShuckedWeight (0.66223373208486,1.488)","0.0885803208","0.2207637232","0.309344044"
"Length (0.33269142819423,0.806154142223531), Diameter (0.0787252931945113,0.65)","Sex (M), ShellWeight (0.0792434016839834,0.829875435391848), Rings (1,10.6985432958463), ShuckedWeight (0.27076426721317,1.43556360608585)","0.146756045","0.1591381101","0.3058941551"
"ShellWeight (0.0015,0.999554565612218)","ShellWeight (0.0015,0.999554565612218), WholeWeight (0.002,0.284994744967207)","0.1517835767","0.1518199234","0.3036035001"
"Diameter (0.055,0.65)","WholeWeight (0.955044347653351,2.8255), ShellWeight (0.359269422579671,0.511444613958243)","0.1515441705","0.1515441705","0.303088341"
"Sex (I)","WholeWeight (0.622139384744383,2.8255), VisceraWeight (0.0805822139220236,0.684887074550934), Rings (2.31675160277518,19.8282562468085)","0.0732583194","0.2280178838","0.3012762032"
"Sex (F), WholeWeight (0.45556899126327,1.98033533479624), Rings (10.5974744474006,13.6441265363101)","ShellWeight (0.0015,0.730771317809485), Length (0.325998446897138,0.565729751666076)","0.0246588461","0.2703412073","0.2950000534"
"ShellWeight (0.161209270398955,0.925023720308303)","WholeWeight (0.314753736388157,2.46743778452445), VisceraWeight (0.312444491030263,0.673206951398114)","0.1173090735","0.1749375223","0.2922465958"
"VisceraWeight (5e-04,0.76)","Sex (F), Diameter (0.470697094505576,0.65)","0.1419679196","0.1419679196","0.2839358392"
"Rings (9.86368778456017,29)","ShellWeight (0.418450751514798,0.787683719982399)","0.0938472588","0.1883709755","0.2822182343"
"VisceraWeight (0.142372495241871,0.76)","ShuckedWeight (0.601938709043228,0.806138977340248), ShellWeight (0.191645354339725,0.709098914730413), WholeWeight (1.08507166090656,2.25075716356139)","0.1029446972","0.1737373737","0.2766820709"
"Diameter (0.361807619039755,0.597587449556304)","ShellWeight (0.0015,0.939053249359698), Rings (13.3306913782726,29)","0.1101268853","0.1575882151","0.2677151004"
"ShellWeight (0.0221082712771549,0.873116722230945)","Length (0.627724822692726,0.6773224499356)","0.1316734498","0.134936212","0.2666096618"
"Sex (F)","ShellWeight (0.199505428840552,0.833408935358675), Rings (12.1671703634784,20.893503219937)","0.0600909744","0.1920428462","0.2521338206"
"ShellWeight (0.168970325963222,0.519553012547571)","Height (0.182345185641898,0.793369620064914)","0.095762509","0.1529636711","0.2487261801"
"Diameter (0.164292154858122,0.65)","ShellWeight (0.400260835558176,0.794183095239044), Height (0.00635727304848842,1.13)","0.1197031362","0.1216545012","0.2413576374"
"Height (0.0292156992790115,0.889346428750314)","WholeWeight (0.002,2.66860455600786), ShellWeight (0.232047227019849,0.884279397827745), VisceraWeight (0.312444491030263,0.76)","0.1187455111","0.1191162344","0.2378617455"
"Rings (19.5590538454708,29)","ShellWeight (0.492878143153153,0.648335025136253)","0.0033516878","0.2258064516","0.2291581394"
"ShellWeight (0.0015,1.005)","Rings (13.6507303416729,21.6195026515052)","0.1120421355","0.1120421355","0.224084271"
"ShellWeight (0.0015,0.873116722230945)","Length (0.075,0.362145965541258)","0.1103662916","0.1104720824","0.220838374"
"WholeWeight (0.0098360809653168,1.68705090027679), Rings (20.4519988458887,29)","Diameter (0.055,0.65), ShellWeight (0.502910267897076,0.992478900555461)","0.0014364376","0.2142857143","0.2157221519"
"ShellWeight (0.683543065296761,1.005)","Rings (19.338781225495,29)","0.0009576251","0.2105263158","0.2114839409"
"ShellWeight (0.571642559510204,0.916310782878951)","ShuckedWeight (0.425864018720342,1.39150323790888), Rings (17.4939977771137,25.7795818460872)","0.0035910941","0.2054794521","0.2090705462"
"VisceraWeight (0.3477274286602,0.76), WholeWeight (0.002,2.80146779972824)","Sex (F), ShellWeight (0.482574007514576,0.937450984117793)","0.0148431889","0.1907692308","0.2056124197"
"ShuckedWeight (0.742113078615323,0.866151256214595)","ShellWeight (0.441132706043048,0.870533475425312), WholeWeight (1.557295419083,2.33383840136518), Rings (11.2375398621662,21.7437351865592)","0.0050275317","0.1981132075","0.2031407392"
"WholeWeight (0.0476196653618426,2.82414332430782)","ShellWeight (0.0512023928868708,0.95090271732043), VisceraWeight (0.325838601688244,0.586878250242489)","0.0991141968","0.1006075334","0.1997217302"
"VisceraWeight (0.387986615386442,0.578392872042517)","ShellWeight (0.511444613958243,0.873106498719397), Diameter (0.289545345109073,0.65), Sex (F)","0.0081398133","0.191011236","0.1991510493"
"Diameter (0.055,0.559105766526918)","Sex (M), ShellWeight (0.254314990467361,0.861581324106628), ShuckedWeight (0.52349934802208,1.488)","0.0933684463","0.096678235","0.1900466813"
"VisceraWeight (0.159431811070928,0.60774753419053)","Sex (M), Length (0.283665270791389,0.570072618793347)","0.064160881","0.119696293","0.183857174"
"Sex (I)","VisceraWeight (0.0062288773243472,0.499095477016683), ShellWeight (0.226378358518893,0.723675283721612)","0.0440507541","0.1371087928","0.1811595469"
"Diameter (0.055,0.65)","ShellWeight (0.318821704862604,0.667184783408578), Height (0.189932619536412,0.373484867674997)","0.0873832894","0.0873832894","0.1747665788"
"Diameter (0.28711858388262,0.65), ShellWeight (0.442096647008493,0.883471899005089)","ShuckedWeight (0.925164178391282,1.28705395889539)","0.0124491262","0.16","0.1724491262"
"Height (0.0309390058530698,1.07239227586816)","VisceraWeight (0.312444491030263,0.402463819352221), ShellWeight (0.0905407878516904,0.866577348731081)","0.0854680393","0.0858585859","0.1713266252"
"Rings (4.36732383049093,24.1500802865921)","ShellWeight (0.438262542172339,0.925145364800522), Diameter (0.402971263007275,0.65)","0.0818769452","0.0834553441","0.1653322893"
"WholeWeight (0.848454189618667,0.921312466358831)","Sex (I)","0.0086186258","0.1558441558","0.1644627816"
"Rings (10.9288970606394,29)","ShellWeight (0.305964629285108,0.94208290277926), Diameter (0.270212921184502,0.47683329726322)","0.04045966","0.1167933656","0.1572530256"
"VisceraWeight (0.26971394166589,0.76)","ShellWeight (0.451509430369246,0.912245055782958), Diameter (0.468688897950342,0.546924126645317), Length (0.509983918468934,0.815)","0.0270529088","0.129587156","0.1566400648"
"VisceraWeight (5e-04,0.76), WholeWeight (0.991721570855181,2.07893971199749)","Sex (M), Length (0.075,0.602008831120183)","0.0397414412","0.1158408932","0.1555823344"
"Length (0.490804886745318,0.726763649755594)","ShellWeight (0.19865163583617,1.005), Sex (I)","0.0600909744","0.0946455505","0.1547365249"
"Diameter (0.163736852865231,0.65)","ShellWeight (0.446506996696739,0.853655800678549)","0.0739765382","0.0751824818","0.14915902"
"VisceraWeight (0.293059913548288,0.666639001661493), WholeWeight (0.986962234120179,1.55193035765699), Diameter (0.261096704564989,0.555232526757391), Sex (F), ShellWeight (0.0015,0.878515874591132)","ShuckedWeight (0.579560204518588,0.978826104317876), Length (0.075,0.642781006200239)","0.0062245631","0.1413043478","0.1475289109"
"VisceraWeight (0.407318426365076,0.469354924630577)","Rings (13.4924657954143,19.8061847178215), ShellWeight (0.487967789307713,0.919253169422398)","0.0028728753","0.1428571429","0.1457300182"
"WholeWeight (0.002,2.8255)","Length (0.355972496890845,0.815), ShellWeight (0.450200108736008,1.005)","0.0723006943","0.0723006943","0.1446013886"
"Height (0.230764497716445,1.04822469574166)","Sex (M), VisceraWeight (0.218757807069051,0.76), Rings (8.23679326893762,19.5162050882354), ShuckedWeight (0.586456463753013,1.24161548107129)","0.0004788125","0.1428571429","0.1433359554"
"ShuckedWeight (0.1655935792788,0.722465602421546)","Diameter (0.055,0.354779176197044)","0.0567392866","0.0783471074","0.135086394"
"ShuckedWeight (0.0538202715294065,0.588502332177253)","WholeWeight (0.0151260743015159,1.3810532572072), ShellWeight (0.313233802281808,0.756765931278241), Diameter (0.184195134350302,0.483145551283087)","0.0579363179","0.0726290516","0.1305653695"
"WholeWeight (1.52126216464087,2.61945707948824)","Sex (F), Length (0.284253854991402,0.669231309993192), Height (0.0354566534644982,1.13)","0.0102944697","0.1168478261","0.1271422958"
"Diameter (0.465772501980246,0.65), Rings (17.9136674907058,20.4470478757285)","ShellWeight (0.572823929155245,0.738820634871837), VisceraWeight (0.270469826312969,0.76)","0.0016758439","0.125","0.1266758439"
"ShellWeight (0.351951091452915,0.942289567139087)","Rings (2.25370618209854,9.57557366297169)","0.021067752","0.1053892216","0.1264569736"
"Rings (11.2375398621662,19.3434875063831)","Length (0.274717808709465,0.681817762121791), Sex (I)","0.0215465645","0.1002227171","0.1217692816"
"VisceraWeight (0.298780566395937,0.644481280622022)","WholeWeight (1.08966466459144,1.27090882093148), ShellWeight (0.273793900430879,0.928780259934378)","0.0153220014","0.1035598706","0.118881872"
"Length (0.606621715454385,0.815)","ShellWeight (0.535557282418274,1.005)","0.0246588461","0.0894097222","0.1140685683"
"Sex (F)","WholeWeight (0.204252232086117,1.31050404096214), ShellWeight (0.3540399918189,0.969657630917412)","0.0265740962","0.0849273145","0.1115014107"
"Rings (11.5663699995912,29)","VisceraWeight (0.38025,0.681772533853297), ShellWeight (0.313233802281808,0.843634328540335)","0.0208283457","0.090625","0.1114533457"
"WholeWeight (0.805436574884807,2.67327000196303), Sex (F), Diameter (0.44828709029709,0.453375128694606), Rings (11.4091794684064,27.2339501115493)","ShellWeight (0.386603766423999,1.005)","0.0004788125","0.1052631579","0.1057419704"
"Sex (M)","WholeWeight (1.50579738268105,1.82676856123388)","0.0280105339","0.0765706806","0.1045812145"
"VisceraWeight (0.34851429811908,0.520073165175358), Sex (M)","ShellWeight (0.495589875144611,0.794183095239044), Diameter (0.34962102529953,0.561827538675316)","0.0035910941","0.0980392157","0.1016303098"
"Diameter (0.055,0.63526222495806)","Length (0.690476950677112,0.815), Height (0.000755682310918928,0.657193720755167)","0.0493176921","0.0493295019","0.098647194"
"Rings (5.05744979227893,23.3033606081735)","ShellWeight (0.423310521055115,1.005), Sex (M)","0.0459660043","0.0482290882","0.0941950925"
"WholeWeight (0.874739477235526,2.09089160688975), VisceraWeight (0.369284495844126,0.76)","Diameter (0.203609468049272,0.502389588098522)","0.0040699066","0.0899470899","0.0940169965"
"WholeWeight (0.307621952250833,2.55836592897369)","ShellWeight (0.492878143153153,1.005)","0.0423749102","0.0507890961","0.0931640063"
"Diameter (0.455797154569882,0.65)","ShellWeight (0.537843969964713,0.93073578781262)","0.0241800335","0.0672436751","0.0914237086"
"ShellWeight (0.0823165028006915,0.736056687823773)","Diameter (0.335479730961379,0.351444658369583)","0.0416566914","0.0487531521","0.0904098435"
"ShellWeight (0.0015,1.005), Rings (19.5590538454708,22.3669299263584)","Diameter (0.439684208594799,0.65), ShuckedWeight (0.673248442327802,1.31346952403932)","0.0009576251","0.0869565217","0.0879141468"
"VisceraWeight (0.407637850867934,0.622595001218913)","WholeWeight (0.0274512620761816,1.94382551363164), ShellWeight (0.515235399585191,0.849401145597841)","0.002633469","0.0852713178","0.0879047868"
"Length (0.519890142100048,0.792426206032978)","ShellWeight (0.511444613958243,0.873106498719397)","0.0318410342","0.0549813973","0.0868224315"
"WholeWeight (1.36999644007788,2.8255), ShellWeight (0.14609097061379,1.005)","Sex (F), Rings (15.5388789996505,24.9238421048503), Length (0.531124022956355,0.815)","0.0102944697","0.0758377425","0.0861322122"
"Sex (F), Rings (11.023034933256,29)","ShellWeight (0.532780011460692,0.822702251535764), Diameter (0.307423983360127,0.65)","0.007900407","0.075862069","0.083762476"
"Sex (I)","Diameter (0.398259202457266,0.563077776780119), ShellWeight (0.261786255677533,0.712081533234275), Rings (4.49295331526082,17.6097799474956)","0.0201101269","0.0625931446","0.0827032715"
"Sex (I)","Length (0.3968055966869,0.815), ShellWeight (0.274423425474884,0.712081533234275)","0.0191525018","0.0596125186","0.0787650204"
"WholeWeight (0.5155492267097,2.8255)","VisceraWeight (0.0943699904837413,0.658308711057908), Rings (17.788453759501,29)","0.031601628","0.0455486542","0.0771502822"
"Diameter (0.565595362803033,0.65)","ShellWeight (0.275094574124228,0.579687829037129), Height (0.221316132649808,0.722010096340873)","0.0016758439","0.0752688172","0.0769446611"
"VisceraWeight (5e-04,0.465758661887337)","ShellWeight (0.481434386435998,0.711347939928302)","0.0363897534","0.0368306276","0.073220381"
"Diameter (0.055,0.65), Rings (2.1564817798926,3.43969792831876), ShellWeight (0.0015,1.005)","Height (0.0625471356786147,1.13)","0.0002394063","0.0666666667","0.066906073"
"Diameter (0.490162966558419,0.579933361205913), Rings (9.38045502780005,22.540973716299), VisceraWeight (0.362069248196771,0.76)","ShuckedWeight (0.452633854715154,0.773555806210497), ShellWeight (0.575376308375416,0.758529281076364)","0.0031122815","0.0637254902","0.0668377717"
"Sex (F), WholeWeight (0.30784240273901,2.8255)","ShellWeight (0.109729871531948,1.005), Diameter (0.323839353943149,0.3525)","0.0146037826","0.0479937057","0.0625974883"
"ShellWeight (0.140023801711399,0.864177331584496)","Sex (F), Height (0.195973635069022,0.641172832798111)","0.0251376586","0.0348721355","0.0600097941"
"Sex (I), WholeWeight (1.08791979330489,2.18213093761343)","ShellWeight (0.0103387646150186,0.739207624522271), VisceraWeight (0.332665921971503,0.357869844064579)","0.0004788125","0.0588235294","0.0593023419"
"VisceraWeight (0.0358653664454114,0.76), Rings (13.3587558313302,29)","WholeWeight (1.04004123927202,2.53302155397172), Length (0.075,0.58442101504239)","0.0062245631","0.0530612245","0.0592857876"
"VisceraWeight (0.442110423648287,0.688930974507641)","Rings (17.0281201428447,29), ShellWeight (0.344882530447088,0.761602448397817)","0.0009576251","0.0579710145","0.0589286396"
"Length (0.455588679546127,0.538003175796039)","ShellWeight (0.281964321357027,1.005)","0.010533876","0.047826087","0.058359963"
"Sex (F), ShellWeight (0.263450561429045,0.873106498719397)","ShuckedWeight (0.847374932786028,1.32850344852878)","0.0093368446","0.04875","0.0580868446"
"WholeWeight (0.002,2.81656499086716)","ShellWeight (0.523172073332604,1.00216291919845)","0.0282499401","0.028256705","0.0565066451"
"VisceraWeight (0.449522353783483,0.534309042103181)","ShellWeight (0.657419208349194,0.763725783304428), ShuckedWeight (0.335629076283309,1.488), Rings (12.0019889273681,23.7873272732832)","0.0007182188","0.0555555556","0.0562737744"
"WholeWeight (0.0208917921982629,2.8255)","Length (0.0751045045632782,0.26948315615733), VisceraWeight (5e-04,0.76)","0.0277711276","0.0278645208","0.0556356484"
"ShuckedWeight (0.519412481991086,0.577833848347684)","VisceraWeight (5e-04,0.609238733073351), Sex (I)","0.0031122815","0.0485074627","0.0516197442"
"WholeWeight (0.965603485529486,2.01581359795309)","VisceraWeight (5e-04,0.76), ShellWeight (0.538806500395082,1.005)","0.0134067513","0.0370615486","0.0504682999"
"Height (0.0182709476638411,0.805706987141145)","Sex (F), WholeWeight (0.002,2.79927986838764), VisceraWeight (0.38025,0.611769053549828)","0.0232224084","0.023255814","0.0464782224"
"ShuckedWeight (0.797400338179403,0.889926521802554)","VisceraWeight (0.387986615386442,0.49194937899652), Rings (16.2986689638346,29), ShellWeight (0.0923271231526451,1.0031693155839)","0.0007182188","0.0454545455","0.0461727643"
"VisceraWeight (5e-04,0.76)","Rings (18.245482017468,29)","0.0225041896","0.0225041896","0.0450083792"
