"rule_id","support","confidence","lift","rhs","antecedent_length","lhs_1","lhs_2","lhs_3","lhs_4","lhs_5","lhs_6","lhs_7","lhs_8"
4410,0.00359109408666507,0.0738916256157636,20.576354679803,"Rings=3",2,"Diameter=[0.055,0.218)","Height=[0,0.0963)",NA,NA,NA,NA,NA,NA
4411,0.00359109408666507,0.0738916256157636,20.576354679803,"Rings=3",2,"Diameter=[0.055,0.218)","ShuckedWeight=[0.001,0.146)",NA,NA,NA,NA,NA,NA
4412,0.000239406272444338,0.00492610837438424,20.576354679803,"Rings=1",2,"Diameter=[0.055,0.218)","Height=[0,0.0963)",NA,NA,NA,NA,NA,NA
4413,0.000239406272444338,0.00492610837438424,20.576354679803,"Rings=1",2,"Diameter=[0.055,0.218)","ShuckedWeight=[0.001,0.146)",NA,NA,NA,NA,NA,NA
4414,0.000239406272444338,0.00492610837438424,20.576354679803,"Rings=2",2,"Diameter=[0.055,0.218)","Height=[0,0.0963)",NA,NA,NA,NA,NA,NA
4415,0.000239406272444338,0.00492610837438424,20.576354679803,"Rings=2",2,"Diameter=[0.055,0.218)","ShuckedWeight=[0.001,0.146)",NA,NA,NA,NA,NA,NA
4416,0.000478812544888676,0.285714285714286,20.576354679803,"Rings=17",4,"Length=[0.602,0.67)","Sex=M","ShellWeight=[0.534,1]","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA
4417,0.000478812544888676,0.285714285714286,20.576354679803,"Rings=17",4,"Length=[0.602,0.67)","Sex=M","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA
4418,0.000478812544888676,0.285714285714286,20.576354679803,"Rings=17",4,"Diameter=[0.494,0.65]","Length=[0.602,0.67)","Sex=M","WholeWeight=[1.78,2.83]",NA,NA,NA,NA
4419,0.000478812544888676,0.285714285714286,20.576354679803,"Rings=17",4,"Diameter=[0.429,0.494)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
4420,0.000478812544888676,0.285714285714286,20.576354679803,"Rings=17",4,"Diameter=[0.365,0.429)","Height=[0.131,0.155)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
4421,0.000478812544888676,0.285714285714286,20.576354679803,"Rings=17",5,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","ShellWeight=[0.534,1]","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA,NA,NA
4422,0.000478812544888676,0.285714285714286,20.576354679803,"Rings=17",5,"Height=[0.174,0.2)","Sex=M","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.234,0.315)","WholeWeight=[1,1.34)",NA,NA,NA
4423,0.000478812544888676,0.285714285714286,20.576354679803,"Rings=17",6,"Height=[0.2,1.13]","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA,NA
4424,0.000478812544888676,0.285714285714286,20.576354679803,"Rings=17",6,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","Sex=M","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA,NA
4425,0.000478812544888676,0.285714285714286,20.576354679803,"Rings=17",6,"Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=M","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA,NA
4426,0.000478812544888676,0.285714285714286,20.576354679803,"Rings=17",6,"Height=[0.155,0.174)","Length=[0.53,0.602)","Sex=F","ShellWeight=[0.289,0.388)","VisceraWeight=[0.16,0.234)","WholeWeight=[0.683,1)",NA,NA
4427,0.000478812544888676,0.285714285714286,20.576354679803,"Rings=17",6,"Diameter=[0.429,0.494)","Length=[0.53,0.602)","Sex=M","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.234,0.315)","WholeWeight=[1,1.34)",NA,NA
4428,0.0114915010773282,0.280701754385965,20.5700215450908,"Rings=4",2,"Diameter=[0.055,0.218)","Sex=I",NA,NA,NA,NA,NA,NA
4429,0.00359109408666507,0.0735294117647059,20.4754901960784,"Rings=3",1,"Diameter=[0.055,0.218)",NA,NA,NA,NA,NA,NA,NA
4430,0.000239406272444338,0.00490196078431373,20.4754901960784,"Rings=1",1,"Diameter=[0.055,0.218)",NA,NA,NA,NA,NA,NA,NA
4431,0.000239406272444338,0.00490196078431373,20.4754901960784,"Rings=2",1,"Diameter=[0.055,0.218)",NA,NA,NA,NA,NA,NA,NA
4432,0.000239406272444338,0.0294117647058824,20.4754901960784,"Rings=22",3,"Sex=F","ShellWeight=[0.534,1]","WholeWeight=[1.78,2.83]",NA,NA,NA,NA,NA
4433,0.000239406272444338,0.0294117647058824,20.4754901960784,"Rings=22",3,"Sex=M","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA,NA
4434,0.000239406272444338,0.0294117647058824,20.4754901960784,"Rings=22",3,"ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0855,0.16)","WholeWeight=[0.683,1)",NA,NA,NA,NA,NA
4435,0.000239406272444338,0.0294117647058824,20.4754901960784,"Rings=22",4,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","Sex=M","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
4436,0.000239406272444338,0.0294117647058824,20.4754901960784,"Rings=22",4,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","Sex=M","ShuckedWeight=[0.574,0.808)",NA,NA,NA,NA
4437,0.000239406272444338,0.0294117647058824,20.4754901960784,"Rings=22",4,"Length=[0.441,0.53)","Sex=F","ShellWeight=[0.2,0.289)","WholeWeight=[0.359,0.683)",NA,NA,NA,NA
4438,0.000957625089777352,0.5,20.2766990291262,"Rings=15",3,"Height=[0.2,1.13]","ShellWeight=[0.289,0.388)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA,NA
4439,0.000957625089777352,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
4440,0.000957625089777352,0.5,20.2766990291262,"Rings=15",4,"Height=[0.0963,0.131)","Sex=F","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
4441,0.000718218817333014,0.5,20.2766990291262,"Rings=15",3,"Height=[0.2,1.13]","Length=[0.53,0.602)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA,NA
4442,0.000718218817333014,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","Sex=F","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
4443,0.000718218817333014,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","Length=[0.53,0.602)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
4444,0.000718218817333014,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","Sex=F","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
4445,0.000718218817333014,0.5,20.2766990291262,"Rings=15",4,"Sex=F","ShellWeight=[0.107,0.2)","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
4446,0.000478812544888676,0.5,20.2766990291262,"Rings=15",4,"Height=[0.2,1.13]","Sex=F","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA,NA
4447,0.000478812544888676,0.5,20.2766990291262,"Rings=15",4,"Height=[0.2,1.13]","Length=[0.53,0.602)","Sex=F","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
4448,0.000478812544888676,0.5,20.2766990291262,"Rings=15",4,"Height=[0.174,0.2)","Length=[0.602,0.67)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA,NA
4449,0.000478812544888676,0.5,20.2766990291262,"Rings=15",4,"Height=[0.174,0.2)","Length=[0.602,0.67)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
4450,0.000478812544888676,0.5,20.2766990291262,"Rings=15",4,"Height=[0.174,0.2)","Length=[0.602,0.67)","Sex=M","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
4451,0.000478812544888676,0.5,20.2766990291262,"Rings=15",4,"Height=[0.0963,0.131)","Sex=M","ShellWeight=[0.289,0.388)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
4452,0.000478812544888676,0.5,20.2766990291262,"Rings=15",4,"Height=[0.0963,0.131)","Sex=M","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
4453,0.000478812544888676,0.5,20.2766990291262,"Rings=15",4,"Height=[0.0963,0.131)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA,NA
4454,0.000478812544888676,0.5,20.2766990291262,"Rings=15",4,"Height=[0.0963,0.131)","Sex=M","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA,NA
4455,0.000478812544888676,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.365,0.429)","Length=[0.53,0.602)","Sex=M","WholeWeight=[1,1.34)",NA,NA,NA,NA
4456,0.000478812544888676,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.494,0.65]","Length=[0.53,0.602)","Sex=M","ShuckedWeight=[0.419,0.574)",NA,NA,NA,NA
4457,0.000478812544888676,0.5,20.2766990291262,"Rings=15",5,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","Sex=F","ShellWeight=[0.289,0.388)","WholeWeight=[1,1.34)",NA,NA,NA
4458,0.000478812544888676,0.5,20.2766990291262,"Rings=15",5,"Diameter=[0.494,0.65]","Height=[0.155,0.174)","Length=[0.53,0.602)","Sex=M","VisceraWeight=[0.234,0.315)",NA,NA,NA
4459,0.000478812544888676,0.5,20.2766990291262,"Rings=15",5,"Diameter=[0.494,0.65]","Height=[0.155,0.174)","Length=[0.53,0.602)","Sex=M","ShellWeight=[0.289,0.388)",NA,NA,NA
4460,0.000478812544888676,0.5,20.2766990291262,"Rings=15",5,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","Length=[0.53,0.602)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)",NA,NA,NA
4461,0.000478812544888676,0.5,20.2766990291262,"Rings=15",5,"Diameter=[0.429,0.494)","Height=[0.131,0.155)","Sex=M","ShellWeight=[0.289,0.388)","VisceraWeight=[0.0855,0.16)",NA,NA,NA
4462,0.000239406272444338,0.5,20.2766990291262,"Rings=15",3,"Height=[0.2,1.13]","Length=[0.53,0.602)","WholeWeight=[0.683,1)",NA,NA,NA,NA,NA
4463,0.000239406272444338,0.5,20.2766990291262,"Rings=15",3,"Height=[0.155,0.174)","VisceraWeight=[0.16,0.234)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA,NA
4464,0.000239406272444338,0.5,20.2766990291262,"Rings=15",3,"Diameter=[0.365,0.429)","Height=[0,0.0963)","Sex=M",NA,NA,NA,NA,NA
4465,0.000239406272444338,0.5,20.2766990291262,"Rings=15",3,"Height=[0.0963,0.131)","Length=[0.602,0.67)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA,NA
4466,0.000239406272444338,0.5,20.2766990291262,"Rings=15",3,"Diameter=[0.365,0.429)","Height=[0.0963,0.131)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA,NA
4467,0.000239406272444338,0.5,20.2766990291262,"Rings=15",3,"Height=[0.0963,0.131)","Length=[0.441,0.53)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA,NA
4468,0.000239406272444338,0.5,20.2766990291262,"Rings=15",3,"Diameter=[0.494,0.65]","Length=[0.602,0.67)","WholeWeight=[0.683,1)",NA,NA,NA,NA,NA
4469,0.000239406272444338,0.5,20.2766990291262,"Rings=15",3,"Diameter=[0.494,0.65]","Height=[0.131,0.155)","WholeWeight=[0.683,1)",NA,NA,NA,NA,NA
4470,0.000239406272444338,0.5,20.2766990291262,"Rings=15",3,"Diameter=[0.494,0.65]","Sex=F","WholeWeight=[0.683,1)",NA,NA,NA,NA,NA
4471,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.2,1.13]","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)","WholeWeight=[0.683,1)",NA,NA,NA,NA
4472,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Sex=I","ShellWeight=[0.388,0.534)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
4473,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.174,0.2)","Sex=I","VisceraWeight=[0.315,0.413)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
4474,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.174,0.2)","Sex=I","ShellWeight=[0.388,0.534)","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA
4475,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.174,0.2)","Sex=I","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA
4476,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.494,0.65]","Height=[0.174,0.2)","Sex=I","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA
4477,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.494,0.65]","Sex=I","ShellWeight=[0.388,0.534)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
4478,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Sex=M","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
4479,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.174,0.2)","Sex=I","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
4480,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.494,0.65]","Height=[0.174,0.2)","Sex=I","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
4481,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.155,0.174)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
4482,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.174,0.2)","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
4483,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.131,0.155)","Length=[0.53,0.602)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
4484,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.429,0.494)","Height=[0.131,0.155)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
4485,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.131,0.155)","Sex=M","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
4486,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.131,0.155)","Length=[0.53,0.602)","Sex=M","ShellWeight=[0.388,0.534)",NA,NA,NA,NA
4487,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.365,0.429)","Height=[0.155,0.174)","Sex=I","ShellWeight=[0.2,0.289)",NA,NA,NA,NA
4488,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.365,0.429)","Height=[0.155,0.174)","Sex=I","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
4489,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.155,0.174)","Length=[0.441,0.53)","Sex=I","ShuckedWeight=[0.146,0.28)",NA,NA,NA,NA
4490,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.155,0.174)","Sex=I","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
4491,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.155,0.174)","Sex=I","VisceraWeight=[0.0855,0.16)","WholeWeight=[0.359,0.683)",NA,NA,NA,NA
4492,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.155,0.174)","Length=[0.441,0.53)","Sex=I","ShellWeight=[0.2,0.289)",NA,NA,NA,NA
4493,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.429,0.494)","Height=[0.155,0.174)","Length=[0.441,0.53)","Sex=M",NA,NA,NA,NA
4494,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.174,0.2)","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA,NA
4495,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA,NA
4496,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","Sex=M","WholeWeight=[1,1.34)",NA,NA,NA,NA
4497,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","ShellWeight=[0.289,0.388)","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
4498,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.174,0.2)","Length=[0.53,0.602)","ShellWeight=[0.289,0.388)","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
4499,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.174,0.2)","Sex=F","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
4500,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=F","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
4501,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0,0.0963)","Sex=M","ShellWeight=[0.107,0.2)","ShuckedWeight=[0.146,0.28)",NA,NA,NA,NA
4502,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0,0.0963)","Length=[0.441,0.53)","Sex=M","ShuckedWeight=[0.146,0.28)",NA,NA,NA,NA
4503,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Length=[0.441,0.53)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
4504,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Length=[0.441,0.53)","ShellWeight=[0.289,0.388)","VisceraWeight=[0.234,0.315)","WholeWeight=[0.683,1)",NA,NA,NA,NA
4505,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.0963,0.131)","ShellWeight=[0.289,0.388)","VisceraWeight=[0.234,0.315)","WholeWeight=[0.683,1)",NA,NA,NA,NA
4506,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Length=[0.441,0.53)","Sex=M","ShellWeight=[0.289,0.388)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
4507,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.494,0.65]","Height=[0.131,0.155)","Sex=I","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
4508,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.365,0.429)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA,NA
4509,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.429,0.494)","Height=[0.0963,0.131)","Length=[0.602,0.67)","WholeWeight=[1,1.34)",NA,NA,NA,NA
4510,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.365,0.429)","Length=[0.53,0.602)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA,NA
4511,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.365,0.429)","Sex=M","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA,NA
4512,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.429,0.494)","Height=[0.0963,0.131)","Length=[0.602,0.67)","ShellWeight=[0.289,0.388)",NA,NA,NA,NA
4513,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.0963,0.131)","Length=[0.602,0.67)","Sex=M","ShellWeight=[0.289,0.388)",NA,NA,NA,NA
4514,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Height=[0.0963,0.131)","Length=[0.441,0.53)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
4515,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.429,0.494)","Length=[0.441,0.53)","ShellWeight=[0.289,0.388)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
4516,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.429,0.494)","Length=[0.441,0.53)","Sex=M","ShellWeight=[0.289,0.388)",NA,NA,NA,NA
4517,0.000239406272444338,0.5,20.2766990291262,"Rings=15",4,"Diameter=[0.494,0.65]","Height=[0.131,0.155)","Sex=I","ShuckedWeight=[0.419,0.574)",NA,NA,NA,NA
4518,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Height=[0.2,1.13]","Length=[0.602,0.67)","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.34,1.78)",NA,NA,NA
4519,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Height=[0.2,1.13]","Length=[0.602,0.67)","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.234,0.315)",NA,NA,NA
4520,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Height=[0.2,1.13]","Sex=M","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.234,0.315)",NA,NA,NA
4521,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Length=[0.602,0.67)","Sex=M","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.34,1.78)",NA,NA,NA
4522,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Length=[0.602,0.67)","Sex=M","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.234,0.315)",NA,NA,NA
4523,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Height=[0.174,0.2)","Length=[0.602,0.67)","Sex=M","ShellWeight=[0.388,0.534)","VisceraWeight=[0.413,0.76]",NA,NA,NA
4524,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","Length=[0.602,0.67)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA
4525,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Height=[0.174,0.2)","Length=[0.67,0.815]","Sex=F","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)",NA,NA,NA
4526,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Diameter=[0.494,0.65]","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)","WholeWeight=[1.34,1.78)",NA,NA,NA
4527,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Diameter=[0.429,0.494)","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA
4528,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Length=[0.602,0.67)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA,NA
4529,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Diameter=[0.429,0.494)","Height=[0.155,0.174)","Length=[0.441,0.53)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)",NA,NA,NA
4530,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Diameter=[0.429,0.494)","Height=[0.155,0.174)","Length=[0.441,0.53)","ShellWeight=[0.289,0.388)","WholeWeight=[0.683,1)",NA,NA,NA
4531,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Height=[0.155,0.174)","Length=[0.441,0.53)","Sex=M","ShellWeight=[0.289,0.388)","VisceraWeight=[0.16,0.234)",NA,NA,NA
4532,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Diameter=[0.365,0.429)","Height=[0.155,0.174)","Sex=F","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.0855,0.16)",NA,NA,NA
4533,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Diameter=[0.365,0.429)","Height=[0.155,0.174)","Sex=I","ShuckedWeight=[0.146,0.28)","WholeWeight=[0.359,0.683)",NA,NA,NA
4534,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Diameter=[0.365,0.429)","Height=[0.155,0.174)","Length=[0.53,0.602)","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.146,0.28)",NA,NA,NA
4535,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Diameter=[0.365,0.429)","Height=[0.155,0.174)","Length=[0.53,0.602)","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.16,0.234)",NA,NA,NA
4536,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Height=[0.155,0.174)","Length=[0.53,0.602)","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.16,0.234)",NA,NA,NA
4537,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Height=[0.155,0.174)","Length=[0.53,0.602)","Sex=M","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.146,0.28)",NA,NA,NA
4538,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","Sex=F","ShellWeight=[0.289,0.388)","WholeWeight=[0.683,1)",NA,NA,NA
4539,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Length=[0.602,0.67)","Sex=M","VisceraWeight=[0.16,0.234)",NA,NA,NA
4540,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","Sex=F","VisceraWeight=[0.0855,0.16)","WholeWeight=[0.683,1)",NA,NA,NA
4541,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Height=[0,0.0963)","Sex=M","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0855,0.16)","WholeWeight=[0.359,0.683)",NA,NA,NA
4542,0.000239406272444338,0.5,20.2766990291262,"Rings=15",5,"Diameter=[0.429,0.494)","Height=[0.0963,0.131)","ShellWeight=[0.289,0.388)","VisceraWeight=[0.234,0.315)","WholeWeight=[1,1.34)",NA,NA,NA
